University Name,City,Country,Programs,Fee (USD),Scholarship
Metropolitan Qatar University,Doha,Qatar,Law;Data Science;Nursing,873,No
Global China University,Guangzhou,China,Tourism;Medicine;Pharmacy;Architecture;Business,9336,Yes
Metropolitan Switzerland College,Zurich,Switzerland,Agriculture;Pharmacy;Law;Biotechnology;Finance,17344,No
Central Russia Institute of Technology,Saint Petersburg,Russia,Biotechnology;Business;Psychology;Pharmacy;Economics,43178,No
International Norway College,Oslo,Norway,Economics;Computer Science;Nursing;Data Science;Psychology,30004,Yes
Central Sweden University,Stockholm,Sweden,Engineering;Tourism;Education;Agriculture;Cybersecurity;Economics,47331,No
Global South Korea Academy,Seoul,South Korea,Economics;Psychology;Cybersecurity;Computer Science;Data Science;Biotechnology,43378,No
Advanced New Zealand University,Auckland,New Zealand,Biotechnology;Cybersecurity;Finance,12130,Yes
Advanced Qatar University,Doha,Qatar,Nursing;Agriculture;Biotechnology;Pharmacy;Medicine;Finance,5288,No
Metropolitan Denmark College,Copenhagen,Denmark,Computer Science;Architecture;Business;Psychology;AI;IT,5814,No
Advanced Brazil Academy,Rio de Janeiro,Brazil,Data Science;Education;Architecture;Tourism;Nursing,14158,Yes
Advanced France University,Paris,France,Computer Science;Psychology;Pharmacy;Economics;AI;Engineering,45244,Yes
National Qatar Institute of Technology,Doha,Qatar,Psychology;Medicine;Pharmacy;Tourism;Agriculture,45368,No
Advanced UAE University,Abu Dhabi,UAE,IT;Education;Architecture,26522,No
Advanced Turkey Institute of Technology,Istanbul,Turkey,Law;Biotechnology;Engineering;IT;Medicine,30276,No
Royal Canada Academy,Montreal,Canada,AI;Education;Cybersecurity;Medicine;IT,41799,No
Central Saudi Arabia Academy,Riyadh,Saudi Arabia,Nursing;Economics;Law;AI,16935,Yes
Central Thailand Institute of Technology,Bangkok,Thailand,Pharmacy;Nursing;Tourism,9822,Yes
Advanced Netherlands Academy,Amsterdam,Netherlands,Finance;Cybersecurity;Data Science;Psychology;Computer Science;Business,39733,No
Central South Korea College,Busan,South Korea,Agriculture;Nursing;Engineering;Psychology;Business,47826,No
Advanced Norway Academy,Oslo,Norway,Engineering;Law;Business;Finance;Architecture;Nursing,26687,No
Advanced Singapore University,Singapore,Singapore,Economics;Pharmacy;Finance;AI;Architecture,11620,Yes
Global Thailand Academy,Bangkok,Thailand,Business;Finance;Education;IT,43557,No
International Russia Institute of Technology,Moscow,Russia,IT;Economics;Pharmacy;Architecture,32823,Yes
Royal Singapore College,Singapore,Singapore,Biotechnology;Law;Computer Science;Education;Architecture,42909,No
Global Denmark Institute of Technology,Copenhagen,Denmark,Nursing;Agriculture;Architecture;Economics;Business,4661,No
International UK University,Manchester,UK,Data Science;Engineering;Economics;Education;Medicine,42417,Yes
Central India Academy,Bangalore,India,Biotechnology;Education;Economics;Data Science,37011,Yes
Global UAE Institute of Technology,Abu Dhabi,UAE,Architecture;Education;Biotechnology;Cybersecurity;AI;Pharmacy,17735,No
Central Qatar University,Doha,Qatar,Pharmacy;Data Science;IT;Law;Economics;Medicine,44144,Yes
International Switzerland College,Zurich,Switzerland,Agriculture;Finance;Psychology;Economics;Architecture,48167,Yes
Metropolitan Spain University,Madrid,Spain,IT;Finance;Biotechnology,39166,No
Central Canada University,Vancouver,Canada,Economics;Agriculture;Education;Pharmacy;Nursing;Engineering,26387,No
Global USA College,New York,USA,Education;AI;Nursing;Psychology,41205,Yes
National Denmark University,Copenhagen,Denmark,Business;Data Science;Economics,18910,Yes
Advanced Australia University,Melbourne,Australia,Psychology;Finance;Architecture;Computer Science;Biotechnology,15224,Yes
Advanced Qatar Academy,Doha,Qatar,Business;IT;Computer Science;Nursing;Psychology;Law,734,Yes
National India Academy,Bangalore,India,Biotechnology;Business;Education;IT;Finance;Law,30469,No
Global Nepal University,Lalitpur,Nepal,Pharmacy;Psychology;Law;Tourism;Data Science;Medicine,19433,Yes
National South Africa Institute of Technology,Johannesburg,South Africa,Biotechnology;Economics;Finance;Architecture;Data Science,2992,No
International Norway Institute of Technology,Oslo,Norway,AI;Law;Medicine;Pharmacy;Data Science,46359,No
Central Switzerland College,Zurich,Switzerland,Medicine;Pharmacy;Education,17801,Yes
Advanced Italy Institute of Technology,Rome,Italy,Finance;Pharmacy;IT;Biotechnology;Agriculture,21637,No
Metropolitan Switzerland Academy,Zurich,Switzerland,Finance;Law;Computer Science;Engineering;Psychology;IT,23620,No
Global Canada University,Toronto,Canada,Medicine;Cybersecurity;Engineering,40931,Yes
Global Sweden Academy,Gothenburg,Sweden,Data Science;Finance;IT;Engineering,1715,No
International Qatar Institute of Technology,Doha,Qatar,Engineering;Nursing;Data Science;Cybersecurity;AI;IT,15591,Yes
Central Turkey Academy,Istanbul,Turkey,Agriculture;IT;Psychology,13444,Yes
Royal South Korea College,Busan,South Korea,Data Science;Finance;Nursing;Computer Science;Psychology;Medicine,18910,No
International Denmark Academy,Copenhagen,Denmark,Architecture;Computer Science;Business,6173,No
Royal Malaysia Institute of Technology,Kuala Lumpur,Malaysia,AI;Economics;Business;Pharmacy;Nursing,16751,Yes
Global Netherlands Academy,Amsterdam,Netherlands,Finance;Medicine;Computer Science;Data Science,30791,Yes
International Switzerland College,Zurich,Switzerland,Pharmacy;Biotechnology;Cybersecurity;Psychology;Tourism;Data Science,40080,No
Metropolitan Japan College,Kyoto,Japan,Nursing;Education;Medicine;Architecture;Business,23390,No
National Netherlands Institute of Technology,Amsterdam,Netherlands,Economics;Cybersecurity;Nursing;Pharmacy;IT;Finance,45139,Yes
Central UAE Institute of Technology,Abu Dhabi,UAE,Psychology;IT;Architecture;Nursing,41734,No
National Bangladesh University,Dhaka,Bangladesh,Education;Computer Science;Agriculture,47632,No
Royal UK Academy,London,UK,Medicine;Psychology;Economics;Law;Education,26171,No
Advanced Indonesia Academy,Jakarta,Indonesia,Pharmacy;Agriculture;Engineering,17397,Yes
Global Canada Academy,Vancouver,Canada,Pharmacy;Computer Science;Biotechnology;IT;Cybersecurity,34787,Yes
Royal Thailand College,Bangkok,Thailand,Pharmacy;Architecture;Law;Engineering,26582,Yes
National Thailand Institute of Technology,Bangkok,Thailand,Data Science;Medicine;Cybersecurity;Psychology;Pharmacy,14317,No
Central Bangladesh Institute of Technology,Dhaka,Bangladesh,Cybersecurity;IT;Business,28982,No
Metropolitan Russia College,Saint Petersburg,Russia,Agriculture;Cybersecurity;IT;Architecture;Biotechnology;Data Science,837,No
International Sri Lanka College,Colombo,Sri Lanka,AI;Cybersecurity;Business;IT,16381,Yes
Royal Sweden College,Stockholm,Sweden,Psychology;Nursing;Medicine;AI,33739,Yes
National Russia Institute of Technology,Moscow,Russia,Pharmacy;Architecture;Business;Education;Computer Science,12189,Yes
Global Norway University,Bergen,Norway,Pharmacy;Biotechnology;Architecture;Data Science,10257,No
National Saudi Arabia Academy,Riyadh,Saudi Arabia,Data Science;Agriculture;Engineering;Biotechnology;Architecture;Economics,1557,No
National Singapore Institute of Technology,Singapore,Singapore,Computer Science;Data Science;Tourism;Law;Nursing,1781,No
Global Australia University,Sydney,Australia,Tourism;Education;Agriculture,24905,Yes
International Singapore College,Singapore,Singapore,Computer Science;Law;Education;Biotechnology;Engineering,7084,Yes
Royal Canada College,Toronto,Canada,Nursing;IT;Engineering,21245,No
Global Indonesia College,Jakarta,Indonesia,Agriculture;Biotechnology;Pharmacy;Tourism,6833,Yes
Royal Saudi Arabia Academy,Jeddah,Saudi Arabia,Engineering;Education;Psychology;Tourism;Law;Architecture,21453,No
International Russia University,Saint Petersburg,Russia,AI;Pharmacy;Architecture;Cybersecurity,4247,Yes
International Japan Academy,Tokyo,Japan,Medicine;Cybersecurity;IT;Economics;Finance;AI,26746,Yes
National Norway University,Oslo,Norway,AI;Cybersecurity;Medicine;Computer Science,15418,No
Advanced Russia Academy,Moscow,Russia,IT;Agriculture;Psychology;Economics,31373,Yes
Central Japan College,Osaka,Japan,Pharmacy;Finance;Data Science;Medicine;AI;Business,15298,No
Advanced New Zealand Institute of Technology,Wellington,New Zealand,AI;Tourism;Psychology;Agriculture;Nursing;Law,29408,No
Central Italy University,Rome,Italy,Medicine;Business;Cybersecurity;Data Science;Computer Science;Tourism,11415,Yes
Royal Switzerland Academy,Zurich,Switzerland,Agriculture;Nursing;Engineering,43088,No
National Sweden College,Gothenburg,Sweden,Education;Computer Science;Finance;Medicine;Tourism;Economics,42681,No
National Japan College,Tokyo,Japan,Pharmacy;Cybersecurity;Engineering,22222,No
International France University,Lyon,France,AI;IT;Cybersecurity,23175,Yes
Global Bangladesh College,Dhaka,Bangladesh,Architecture;Law;Finance;Engineering;Agriculture,46421,No
Global Netherlands Academy,Rotterdam,Netherlands,IT;Business;Architecture;Cybersecurity;Tourism;Computer Science,20200,Yes
International Canada Institute of Technology,Toronto,Canada,Computer Science;Agriculture;Medicine,7953,No
Royal Russia Institute of Technology,Saint Petersburg,Russia,AI;Architecture;Computer Science,16188,Yes
Advanced Indonesia College,Jakarta,Indonesia,Engineering;Business;Law;Finance,14097,No
Advanced Brazil University,São Paulo,Brazil,Cybersecurity;Law;Economics;Medicine,44455,Yes
Global Norway College,Bergen,Norway,Economics;Architecture;AI,12956,Yes
Central India University,Delhi,India,Medicine;Tourism;Pharmacy;Data Science,31189,No
International France College,Lyon,France,Economics;Agriculture;Education;Psychology;IT;Biotechnology,5754,No
Central Nepal University,Lalitpur,Nepal,Business;Education;Finance;Cybersecurity;Economics,24282,No
Metropolitan New Zealand Academy,Wellington,New Zealand,Psychology;Tourism;Law;Engineering;Finance,32628,Yes
National Japan College,Tokyo,Japan,Psychology;Law;Medicine;Economics;Data Science;Education,26029,Yes
National South Korea University,Busan,South Korea,Finance;Tourism;Architecture;Psychology;IT;Nursing,27080,Yes
Advanced USA Institute of Technology,Chicago,USA,Medicine;Engineering;Cybersecurity,11555,Yes
Advanced Japan University,Kyoto,Japan,Psychology;IT;Tourism;Cybersecurity;Finance;Law,44516,Yes
Metropolitan Nepal University,Lalitpur,Nepal,Computer Science;Business;Finance;Economics;IT,22482,Yes
Metropolitan India Academy,Bangalore,India,Psychology;Law;Architecture;Biotechnology;Medicine;Agriculture,21768,No
Global South Africa Academy,Johannesburg,South Africa,Psychology;Business;Agriculture;Education;Computer Science,23405,Yes
Central Nepal Academy,Kathmandu,Nepal,Cybersecurity;Pharmacy;Data Science;Architecture;Business;Psychology,999,Yes
Advanced USA Institute of Technology,Los Angeles,USA,Tourism;Law;Cybersecurity;Psychology;Medicine,25943,Yes
Metropolitan Singapore College,Singapore,Singapore,Biotechnology;IT;Engineering,2954,Yes
Metropolitan Russia Institute of Technology,Moscow,Russia,Economics;Psychology;Cybersecurity;Medicine;IT;Biotechnology,38425,No
Global Bangladesh Institute of Technology,Dhaka,Bangladesh,Data Science;IT;Law;Computer Science,27180,No
Royal Saudi Arabia Academy,Riyadh,Saudi Arabia,Agriculture;Computer Science;Pharmacy;Tourism;Architecture,12422,No
Metropolitan New Zealand Academy,Auckland,New Zealand,Business;IT;Tourism;Pharmacy;Medicine,33001,Yes
Royal Australia Institute of Technology,Melbourne,Australia,Biotechnology;Psychology;Business;Architecture;Agriculture,48236,No
National Finland Institute of Technology,Helsinki,Finland,IT;Medicine;Nursing;Psychology,14108,No
International Turkey College,Istanbul,Turkey,AI;Pharmacy;Psychology;Nursing;Data Science;Biotechnology,16099,No
Royal China Institute of Technology,Guangzhou,China,Psychology;Business;Biotechnology;Engineering;AI,16492,Yes
Metropolitan Bangladesh College,Dhaka,Bangladesh,Law;Engineering;Computer Science;Medicine;Cybersecurity,31211,No
Global UK Academy,Birmingham,UK,Business;Computer Science;Economics;Psychology;AI;Law,43538,Yes
Advanced Malaysia College,Kuala Lumpur,Malaysia,Finance;Agriculture;Economics;AI;Biotechnology,40647,Yes
National Switzerland University,Geneva,Switzerland,Agriculture;AI;Finance;Economics;IT;Tourism,12917,Yes
Advanced Indonesia University,Bali,Indonesia,Data Science;Economics;Architecture;Psychology,28453,Yes
Global Mexico Institute of Technology,Mexico City,Mexico,Computer Science;Business;Law;Economics;Cybersecurity;Architecture,37677,No
Global Italy College,Rome,Italy,Law;Pharmacy;Cybersecurity;Computer Science;Nursing;Engineering,40742,Yes
Central UAE Institute of Technology,Abu Dhabi,UAE,Nursing;AI;Engineering;Biotechnology,14041,No
Royal Sweden Academy,Stockholm,Sweden,Medicine;Engineering;Biotechnology,39455,No
Advanced Singapore College,Singapore,Singapore,Finance;Agriculture;Education;Engineering,40780,Yes
Global Italy Academy,Rome,Italy,Biotechnology;Business;Education;Psychology;Tourism;Computer Science,39505,No
National Pakistan College,Karachi,Pakistan,Psychology;Law;Cybersecurity;Finance,27349,No
International UAE Institute of Technology,Dubai,UAE,Nursing;Economics;IT;Agriculture;Education,2401,Yes
Metropolitan South Africa University,Johannesburg,South Africa,Pharmacy;Economics;Medicine;Tourism;Architecture;AI,20244,No
Royal Turkey College,Istanbul,Turkey,Education;Data Science;Nursing;Medicine;Agriculture,45546,No
Metropolitan Saudi Arabia University,Riyadh,Saudi Arabia,Engineering;Psychology;Business;Law,25224,No
International Pakistan College,Karachi,Pakistan,Engineering;Data Science;Pharmacy;IT,46843,Yes
National UK Academy,Birmingham,UK,Data Science;Psychology;Architecture;Cybersecurity,34630,Yes
Central Sweden University,Gothenburg,Sweden,Psychology;Data Science;Business;Architecture,14779,Yes
Global France Academy,Paris,France,Nursing;IT;Finance;Agriculture,14791,No
Advanced Singapore Academy,Singapore,Singapore,Cybersecurity;Economics;Education,12714,No
National Malaysia Academy,Kuala Lumpur,Malaysia,Finance;Agriculture;Cybersecurity;Business;Medicine;AI,48602,No
International Switzerland Academy,Zurich,Switzerland,Finance;Engineering;Psychology;Economics,39451,Yes
National Brazil University,São Paulo,Brazil,Education;Architecture;Finance;IT;Engineering;Psychology,9490,Yes
Central Italy Academy,Milan,Italy,Cybersecurity;Finance;Pharmacy;Psychology;Data Science,42528,No
Central Malaysia University,Kuala Lumpur,Malaysia,Architecture;Engineering;Education;Computer Science,16980,Yes
International Australia University,Melbourne,Australia,Pharmacy;Architecture;Business;Engineering;Education;Agriculture,39570,Yes
Global South Korea University,Seoul,South Korea,Education;Biotechnology;Computer Science;Pharmacy,4292,Yes
Advanced Italy Academy,Rome,Italy,Business;Tourism;Architecture,42838,Yes
National USA Academy,Los Angeles,USA,Agriculture;Computer Science;Business;Biotechnology,17703,No
Global Denmark College,Copenhagen,Denmark,Nursing;Biotechnology;Tourism;Business,16123,No
Advanced Netherlands University,Amsterdam,Netherlands,Cybersecurity;Education;Business;Biotechnology,36810,No
National Qatar Academy,Doha,Qatar,Economics;Engineering;Business;IT;Agriculture,37205,No
Global Switzerland University,Zurich,Switzerland,Psychology;Cybersecurity;IT;Business,18507,Yes
Global Thailand University,Bangkok,Thailand,Computer Science;Tourism;Biotechnology;Cybersecurity,38792,No
National Germany College,Berlin,Germany,Law;Architecture;Medicine;Agriculture,31806,No
Metropolitan Canada Institute of Technology,Montreal,Canada,Data Science;Psychology;Architecture,1667,No
International Italy Institute of Technology,Rome,Italy,Nursing;Business;Finance,43377,No
National Indonesia College,Jakarta,Indonesia,Business;Agriculture;Nursing;Tourism,24782,Yes
